location,sample date,Ammonium,Biochemical Oxygen,Chemical Oxygen Demand (Cr),Dissolved oxygen,Nitrates,Nitrites,Orthophosphate-phosphorus,Total nitrogen,Total phosphorus,Water temperature
Decha,2009-03-17,       0.16,       3.30,      13.00,      11.90,       1.54,       0.02,       0.01,       5.56,       0.02,       9.60
Decha,2009-04-23,       0.02,       5.70,,      11.80,       1.00,       0.01,       0.02,       1.73,       0.04,       8.00
Decha,2009-05-17,       0.05,       5.80,      28.00,      12.10,       0.24,       0.02,       0.02,       1.76,       0.05,      22.00
Decha,2009-06-20,       0.05,       5.60,      39.60,       9.87,       0.20,       0.01,       0.08,       1.63,       2.14,      24.80
Decha,2009-07-19,       0.04,       3.80,      27.02,       7.80,       0.15,       0.01,       0.02,       2.16,       0.02,      27.60
Decha,2009-08-17,       0.18,       6.20,      36.60,       8.12,       0.26,       0.02,       0.01,       3.71,       0.09,      21.00
Decha,2009-09-18,       0.17,       3.03,      35.44,       9.61,       1.08,       0.02,       0.04,,       0.22,      15.50
Decha,2009-10-10,       0.06,,,,       0.41,       0.04,       0.02,,       0.07,
Decha,2009-11-20,       0.17,       4.43,      27.59,      12.90,       1.12,       0.03,       0.04,,       0.12,       6.70
Decha,2009-12-12,       0.11,       3.90,      18.56,      14.00,       1.08,       0.03,       0.03,       2.38,       0.09,       6.00
Decha,2010-01-17,       6.14,       5.60,      18.69,      13.20,       0.98,       0.02,       0.05,       9.15,       0.07,       2.20
Decha,2010-02-19,       0.33,       4.80,      18.54,      12.70,       1.18,       0.02,       0.02,       2.49,       0.08,       1.00
Decha,2010-03-18,       0.27,       2.70,      30.72,      12.10,       0.86,       0.01,       0.02,       2.70,       0.06,       7.08
Decha,2010-04-17,       0.29,       1.30,      11.50,      12.20,       0.71,       0.01,       0.03,       3.15,       0.11,      17.50
Decha,2010-05-19,       0.06,       1.70,      15.09,       9.30,       0.71,       0.01,       0.02,       6.42,       0.11,      21.30
Decha,2010-06-17,       0.12,       2.70,      32.34,       9.20,       1.24,       0.02,       0.05,       3.43,       0.25,      19.50
Decha,2010-07-16,       0.18,       5.30,      16.77,      10.60,       0.63,       0.01,       0.02,       2.58,       0.21,      19.30
Decha,2010-08-21,       0.03,       4.89,      22.00,      13.50,       0.41,       0.00,       0.03,,       0.07,      21.60
Decha,2010-09-16,       0.04,      11.20,      32.20,       9.20,       0.41,       0.02,       0.05,       3.53,       0.06,      15.00
Decha,2010-10-19,       0.02,       3.00,      33.30,      10.20,       0.75,       0.00,       0.12,,       0.20,      13.20
Decha,2010-11-18,       0.17,       4.50,      12.50,      13.50,       0.94,       0.02,       0.01,,       0.03,       3.00
Decha,2010-12-16,       0.20,       3.90,      15.40,      12.00,       0.72,       0.02,       0.03,,       0.11,       3.40
Decha,2011-01-21,       0.51,       2.60,      15.30,      13.00,       0.95,       0.02,       0.01,,       0.11,       2.30
Decha,2011-02-19,       0.24,       5.80,      13.90,      14.30,       0.64,       0.02,       0.03,,       0.21,       0.20
Decha,2011-03-17,       0.16,       1.70,      18.40,      12.90,       0.92,       0.02,       0.10,,       0.24,       4.00
Decha,2011-04-15,       0.06,       2.70,      16.56,      10.10,       0.72,       0.08,       0.10,,       0.12,       9.20
Decha,2011-05-20,       0.09,       4.30,      14.78,       9.30,       0.52,       0.05,       0.01,,       0.09,      22.10
Decha,2011-06-17,       0.07,       3.00,      12.87,       7.80,       0.18,       0.05,       0.07,,       0.11,      22.40
Decha,2011-07-20,       0.05,       2.60,      14.70,      10.20,       0.63,       0.02,       0.00,,       0.03,      23.50
Decha,2011-08-18,       0.07,       2.40,      22.00,       7.90,       1.02,       0.03,       0.06,,       0.09,      23.00
Decha,2011-09-15,       0.05,       1.90,      18.40,       9.40,       0.54,       0.08,       0.00,,       0.06,      19.50
Decha,2011-10-13,       0.15,       3.80,      24.60,       8.70,       0.66,       0.04,       0.03,,       0.05,      11.00
Decha,2011-11-18,       0.07,,       8.30,       6.50,       0.71,       0.03,       0.06,,       0.16,       9.00
Decha,2011-12-17,       0.11,       3.10,      12.88,      13.30,       0.80,       0.03,       0.06,,       0.18,       1.00
Decha,2012-01-20,       0.33,       2.10,      12.00,      13.20,       0.91,       0.02,       0.02,,       0.07,       1.70
Decha,2012-02-17,       0.39,       5.70,      31.60,      13.80,       0.52,       0.03,       0.05,,       0.38,
Decha,2012-03-16,       0.32,       2.14,      19.32,      12.53,       0.64,       0.02,       0.10,,       0.11,       3.40
Decha,2012-04-19,       0.26,       4.47,      22.08,      12.10,       0.63,       0.02,       0.04,,       0.16,      13.20
Decha,2012-05-19,       0.30,       1.85,      33.41,       8.32,       0.46,       0.03,       0.04,,       0.09,      12.00
Decha,2012-06-17,       0.12,       1.48,      42.60,       7.76,       0.61,       0.02,       0.00,,       0.09,      23.40
Decha,2012-07-20,       0.10,       2.15,      29.76,       8.88,       0.56,       0.03,       0.05,,       0.16,      18.60
Decha,2012-08-17,       0.00,       2.97,      23.00,       8.84,       0.46,       0.01,       0.04,       1.96,       0.16,      20.70
Decha,2012-09-20,       0.05,       3.27,      14.00,      11.40,       0.56,       0.01,       0.02,,       0.25,      15.50
Decha,2012-10-19,       0.04,       2.30,      25.75,      11.21,       0.83,       0.02,       0.01,       4.17,       0.07,       9.60
Decha,2012-11-18,       0.08,       1.29,       0.00,      11.20,       0.75,       0.01,       0.01,       1.16,       0.08,       8.00
Decha,2012-12-15,       0.17,       2.59,      25.76,      12.63,       0.72,       0.01,       0.03,       4.48,       0.14,       3.00
Decha,2013-01-20,       0.17,       2.58,      12.50,      12.58,       0.85,       0.01,       0.03,       2.00,       0.09,
Decha,2013-01-25,       0.18,,,,       0.57,       0.02,       0.02,       2.00,       0.14,
Decha,2013-02-02,       0.46,,,,       1.05,       0.01,       0.04,       2.00,       0.52,
Decha,2013-02-17,       0.28,       3.83,      15.00,      13.49,       0.56,       0.02,       0.02,       2.00,       0.12,
Decha,2013-03-08,       0.07,,,,       0.61,       0.03,       0.03,       2.00,       0.15,
Decha,2013-03-17,       0.21,       3.73,      48.17,      11.88,       0.65,       0.02,       0.06,       4.34,       0.14,
Decha,2013-04-18,       0.16,       3.60,      37.00,      11.70,       0.85,       0.01,       0.02,       5.86,       0.06,
Decha,2013-05-18,       0.00,       5.10,      12.50,      11.00,       0.52,       0.01,       0.10,       4.66,       0.26,      22.90
Decha,2013-06-15,       0.04,,,,       0.55,       0.02,       0.01,       3.46,       0.07,      21.00
Decha,2013-06-17,       0.00,       5.00,      25.80,      10.00,       0.29,       0.01,       0.08,       2.00,       0.14,      20.00
Decha,2013-07-04,       0.04,,,,       0.45,       0.07,       0.01,       2.13,       0.07,
Decha,2013-07-09,       0.00,,,,       0.51,       0.01,       0.00,       2.00,       0.04,
Decha,2013-07-18,       0.07,       5.10,      31.30,       9.40,       0.25,       0.01,       0.10,       2.00,       0.21,      28.00
Decha,2013-07-27,       0.06,,,       9.83,       0.60,       0.01,       0.05,       2.00,       0.12,      19.50
Decha,2013-08-18,       0.00,       3.91,      12.50,       8.94,       0.52,       0.02,       0.06,       2.00,       0.12,      23.00
Decha,2013-09-11,       0.22,,,,       0.63,       0.02,       0.01,       2.00,       0.11,       4.00
Decha,2013-09-12,       0.84,,,,       0.79,       0.02,       0.01,       2.00,,
Decha,2013-09-19,       0.04,       3.10,      49.00,      10.70,       0.54,       0.01,       0.01,       2.00,       0.01,      22.50
Decha,2013-10-19,       0.04,       2.10,      12.50,      11.30,       0.92,       0.01,       0.01,       2.00,       0.04,       5.00
Decha,2013-11-03,       0.24,,,,       0.63,       0.02,       0.02,       2.00,       0.12,
Decha,2013-11-21,       0.24,       5.50,      12.50,      13.30,       0.77,       0.03,       0.06,,       0.11,       4.00
Decha,2013-12-07,,,,       9.00,       0.36,       0.01,       0.04,       3.99,       0.23,      22.50
Decha,2013-12-10,,,,,       0.46,       0.01,       0.04,,       0.17,      14.00
Decha,2013-12-13,       0.75,       4.60,      28.20,      12.50,       0.51,       0.02,       0.01,       4.20,       0.06,       6.50
Decha,2014-01-18,       0.46,       3.60,      12.50,      14.50,       0.93,       0.02,       0.01,       4.00,       0.08,       1.00
Decha,2014-01-23,       0.84,,,,       0.97,       0.02,       0.01,       4.00,       0.08,
Decha,2014-02-16,       0.97,       3.70,      14.70,      12.30,       0.95,       0.01,       0.01,       4.00,       0.10,       1.00
Decha,2014-02-21,       1.05,,,,       0.95,       0.01,       0.00,       4.00,       0.01,
Decha,2014-03-20,       0.57,       5.40,      36.00,      12.60,       0.73,       0.02,       0.49,       4.00,       0.66,       4.60
Decha,2014-03-26,       0.56,,,,       0.89,       0.03,       0.02,       4.00,       0.09,
Decha,2014-04-19,       0.74,       2.41,      12.50,       9.80,       0.72,       0.02,       0.01,       4.00,       0.27,      13.00
Decha,2014-04-25,       0.32,,,,       0.72,       0.03,       0.04,       4.00,       0.28,
Decha,2014-05-15,       0.00,       2.80,      12.50,      12.80,       0.47,       0.02,       0.01,       4.00,       0.06,      15.00
Decha,2014-05-23,       0.30,,,,       0.49,       0.03,       0.03,       4.00,       0.17,
Decha,2014-06-21,       0.37,       2.80,      18.50,      11.70,       0.84,       0.02,       0.01,       4.00,       0.01,      23.00
Decha,2014-06-27,       0.06,,,,       0.45,       0.02,       0.01,       4.00,       0.01,      19.50
Decha,2014-07-17,       0.18,       1.50,      47.80,       7.90,       0.29,       0.03,       0.01,       4.00,       0.23,      20.10
Decha,2014-07-23,       0.10,,,,       0.34,       0.01,       0.01,       4.00,       0.07,
Decha,2014-07-27,       0.13,,,,       0.21,       0.01,       0.01,       4.00,       0.06,
Decha,2014-08-16,       0.11,       4.60,      69.10,       7.60,       0.59,       0.02,       0.01,       4.00,       0.08,      15.00
Decha,2014-08-21,       0.19,,,,       0.57,       0.01,       0.01,       4.00,       0.30,
Decha,2014-08-31,       0.15,,,       7.20,       0.26,       0.02,       0.01,       4.00,       0.07,      16.20
Decha,2014-09-20,       0.24,       3.30,      44.50,       6.60,       0.36,       0.04,       0.03,       4.00,       0.09,      16.50
Decha,2014-09-26,       0.14,,,,       0.62,       0.03,       0.01,       4.00,       0.09,
Decha,2014-10-12,       0.54,       2.90,      35.10,      12.40,       0.72,       0.08,       0.02,       4.00,       0.11,
Decha,2014-10-18,       0.12,       4.60,      39.60,       9.70,       0.99,       0.03,       0.00,       4.00,       0.07,      10.80
Decha,2014-10-25,       0.15,,,,       0.72,       0.04,       0.01,       4.00,       0.05,
Decha,2014-11-20,       0.39,       4.10,      31.10,      13.80,       1.13,       0.04,       0.02,       4.00,       0.08,       4.00
Decha,2014-11-27,       0.35,,,,       0.73,       0.04,       0.03,       4.00,       0.08,
Decha,2014-12-13,       0.61,,,,       0.68,       0.02,       0.04,       4.00,       0.18,
Decha,2015-01-14,       1.09,,,,       1.16,       0.02,       0.01,,       0.39,
Decha,2015-01-17,       1.32,       4.50,      35.60,      13.50,       1.44,       0.02,       0.03,,       0.10,       2.00
Decha,2015-02-14,       0.61,       2.70,      31.20,      12.30,       1.14,       0.02,       0.02,       2.00,       0.10,       5.20
Decha,2015-02-20,       0.66,,,,       1.10,       0.02,       0.02,       2.00,       0.11,
Decha,2015-03-21,       0.66,       4.30,      28.90,      13.20,       0.68,       0.08,       0.07,       2.00,       0.21,       5.50
Decha,2015-04-18,       0.24,       1.10,      28.10,      11.00,       0.74,       0.03,       0.02,,       0.07,      13.00
Decha,2015-05-14,       0.00,,,,       0.39,       0.01,       0.01,,       0.06,
Decha,2015-05-22,       0.11,       4.10,      31.80,      11.40,       0.53,       0.02,,,,      18.70
Decha,2015-06-18,       0.06,       1.10,      32.10,       8.70,       0.29,       0.01,       0.03,       4.81,       0.04,      24.10
Decha,2015-07-18,       0.00,,      32.10,       9.20,       0.50,       0.01,       0.05,       8.03,       0.14,      21.40
Decha,2015-07-24,       0.27,,,,       0.16,       0.02,       0.07,       7.46,       0.09,
Decha,2015-08-19,       0.06,,,,       0.30,       0.01,       0.00,       0.77,       0.12,
Decha,2015-08-20,       0.10,       2.30,      18.70,       8.30,       0.30,       0.01,       0.00,       1.20,       0.14,      24.10
Decha,2015-08-27,       0.08,,,,       0.21,       0.01,       0.00,       0.95,       0.14,
Decha,2015-09-12,       0.40,,,,       0.30,       0.01,       0.05,       1.72,       0.06,
Decha,2015-09-19,       0.00,       4.90,      45.00,      10.20,       0.42,       0.03,       0.03,       1.73,       0.07,      14.90
Decha,2015-09-24,       0.05,,,,       0.34,       0.02,       0.07,       1.25,       0.11,
Decha,2015-10-04,       0.42,,,,       0.59,       0.02,       0.04,,       0.13,
Decha,2015-10-07,       0.06,,,,       0.38,       0.01,       0.00,       1.10,       0.02,
Decha,2015-10-14,       0.07,,,,       0.32,       0.02,       0.00,       1.23,       0.13,
Decha,2015-10-17,       0.35,       2.30,      29.70,      10.50,       0.59,       0.03,       0.03,       1.25,       0.08,      14.90
Decha,2015-11-14,       0.12,,,,       0.62,       0.00,       0.03,       1.51,       0.12,
Decha,2015-11-20,       0.15,       1.90,      22.20,      10.20,       0.63,       0.02,       0.02,       1.18,       0.09,       9.00
Decha,2015-12-03,       0.37,,,,       0.93,       0.02,       0.03,       2.00,       0.11,
Decha,2015-12-06,       0.35,,,,       0.86,       0.03,       0.01,,       0.03,
Decha,2015-12-17,       0.49,       4.70,      17.70,      13.90,       0.56,       0.01,       0.03,       2.41,,       4.70
Decha,2016-01-14,       0.39,,,,       0.97,       0.02,       0.04,       1.65,       0.07,
Decha,2016-01-21,       0.26,       3.00,      47.20,      12.60,       0.75,       0.02,       0.03,       1.84,       0.16,       6.10
Decha,2016-02-18,       0.17,       4.20,      19.80,      13.20,       0.26,       0.07,       0.03,       1.80,       0.20,       6.70
Decha,2016-03-13,       0.12,,,,       0.46,       0.02,       0.04,       1.48,       0.12,
Decha,2016-03-18,       0.08,       3.40,      35.90,      11.40,       0.51,       0.02,       0.02,       1.80,       0.12,       8.40
Decha,2016-04-15,       0.05,       2.80,      38.60,      10.90,       0.36,       0.02,       0.02,       1.24,       0.22,      10.40
Decha,2016-05-13,       0.05,,,,       0.45,       0.00,       0.04,       0.73,       0.11,
Decha,2016-05-19,       0.05,       4.30,      39.40,       8.00,       0.26,       0.01,       0.02,       2.21,       0.23,      18.70
Decha,2016-06-19,       0.09,       5.10,      56.30,       9.00,       0.40,       0.01,       0.03,       1.02,       0.17,      23.20
Decha,2016-07-02,       0.32,,,,       0.79,       0.01,       0.01,       2.02,       0.09,
Decha,2016-07-17,       0.12,       2.80,      57.90,       8.10,       0.22,       0.04,       0.05,       1.81,       0.41,      24.70
Decha,2016-07-24,       0.05,,,,       0.20,       0.01,       0.02,       1.33,       0.38,
Decha,2016-08-19,       0.15,       4.90,      42.00,       9.40,       0.02,       0.00,       0.09,       2.85,       0.15,      22.30
Decha,2016-08-20,       0.19,,,,       0.20,       0.01,       0.07,       3.62,       0.29,
Decha,2016-08-27,       0.11,,,,       0.23,       0.02,       0.04,       2.22,       0.14,
Decha,2016-09-17,       0.06,,,,       0.36,       0.01,       0.02,       1.18,       0.10,      21.10
Decha,2016-10-07,       0.10,,,,       0.10,       0.01,       0.02,       1.04,,
Decha,2016-10-14,       0.09,       1.60,      45.90,       9.10,       0.61,       0.02,       0.03,       1.14,       0.13,      16.50
Decha,2016-10-17,       0.11,,,,       0.47,       0.02,       0.01,       1.79,       0.14,
Decha,2016-11-04,       0.05,,,       9.99,       0.32,       0.02,       0.02,       1.23,       0.16,
Decha,2016-11-17,       0.29,,,,       0.56,       0.03,       0.03,       1.83,       0.20,
Decha,2016-11-20,       0.10,       4.00,      17.10,      12.10,       0.32,       0.03,       0.07,       1.32,       0.20,       9.10
Decha,2016-12-06,       0.06,,,       9.70,       0.23,       0.01,       0.03,       0.64,       0.10,
Decha,2016-12-09,       0.02,,,,       0.25,       0.01,       0.01,       1.38,       0.07,
Decha,2016-12-16,       0.27,       4.00,      21.00,      12.60,       0.91,       0.02,       0.04,       2.35,       0.12,       6.00
Decha,2016-12-23,       0.12,,,,       0.95,       0.02,       0.03,       1.58,       0.12,
Kannika,2009-02-13,       0.06,       2.42,      21.37,      10.98,       2.19,       0.02,       0.09,       2.82,       0.10,       6.50
Kannika,2009-03-13,       0.37,       2.62,      21.37,      10.37,       1.57,       0.02,       0.08,       2.89,       0.13,       7.50
Kannika,2009-04-17,       0.09,       1.81,      31.23,       8.75,       1.84,       0.02,       0.08,       2.57,       0.08,      12.50
Kannika,2009-05-12,       0.10,       2.38,      19.68,      10.96,       1.65,       0.03,       0.10,       2.12,       0.11,       4.80
Kannika,2009-08-05,       0.08,       3.64,      24.60,      11.10,       0.31,       0.01,       0.04,       1.02,       0.14,      16.50
Kannika,2009-08-08,       0.08,       1.32,      24.60,       7.23,       1.26,       0.09,       0.03,       1.70,       0.09,      25.00
Kannika,2009-09-01,       0.34,       2.41,      21.33,      11.11,       1.10,       0.03,       0.11,       1.76,       0.12,       5.00
Kannika,2009-09-09,       0.09,       1.82,      24.60,       6.54,       1.33,       0.06,       0.07,       1.77,       0.08,      20.50
Kannika,2009-09-27,       0.10,       1.30,      14.79,       8.90,       1.49,       0.03,       0.03,       1.94,       0.09,      19.80
Kannika,2009-10-10,       0.10,       1.36,      19.68,       7.63,       1.53,       0.06,       0.07,       2.02,       0.20,      17.00
Kannika,2009-11-07,       0.57,       1.37,      23.02,       8.09,       0.64,       0.02,       0.02,       1.92,       0.04,      25.00
Kannika,2009-11-13,       0.10,       1.95,      19.73,       9.55,       1.54,       0.04,       0.05,       2.02,       0.06,       8.67
Kannika,2009-12-06,       0.20,       0.85,      19.72,       7.07,       1.34,       0.03,       0.01,       1.87,       0.02,      24.20
Kannika,2010-02-09,       0.19,       0.94,      24.66,       8.56,       1.17,       0.01,       0.01,       1.64,       0.04,      24.00
Kannika,2010-05-14,       0.17,       2.32,      29.68,       8.30,       1.40,       0.03,       0.03,       1.91,       0.03,      17.00
Kannika,2010-06-19,       0.34,       1.07,      24.60,       7.71,       1.33,       0.03,       0.01,       2.04,       0.04,      24.20
Kannika,2010-07-02,       0.12,       3.28,      24.66,      12.19,       2.25,       0.05,       0.05,       3.21,       0.11,       5.00
Kannika,2010-07-18,       0.09,       1.07,      21.32,       7.60,       1.06,       0.03,       0.01,       1.40,       0.05,      29.07
Kannika,2010-08-04,       0.05,       1.24,      24.60,       8.95,       1.44,       0.04,       0.02,       1.85,       0.30,      11.17
Kannika,2010-08-14,       0.34,       0.85,      21.32,       6.68,       1.24,       0.03,       0.03,       1.93,       0.08,      25.00
Kannika,2010-09-11,       0.07,       1.65,      18.72,       9.36,       1.76,       0.02,       0.01,       2.22,       0.09,      12.50
Kannika,2010-10-01,       0.13,       3.08,      22.96,      10.51,       1.24,       0.07,       0.03,       2.42,       0.12,       0.50
Kannika,2010-10-15,       0.10,       0.94,      20.28,       7.96,       1.68,       0.03,       0.01,       2.16,       0.05,      15.50
Kannika,2010-11-12,       0.08,       1.72,      20.28,      10.44,       1.72,       0.03,       0.02,       2.18,       0.05,       7.00
Kannika,2010-12-03,       0.12,       2.13,      24.60,       9.70,       2.17,       0.04,       0.03,       2.89,       0.06,       8.30
Kannika,2011-01-15,       0.16,       2.47,      24.60,      11.98,       1.96,       0.03,       0.06,       2.57,       0.09,       4.00
Kannika,2011-05-22,       0.12,       0.71,      20.90,       8.26,       1.46,       0.01,       0.00,       1.90,       0.04,      22.07
Kannika,2011-06-04,       0.22,       0.34,      24.36,       9.61,       2.47,       0.03,       0.04,       3.24,       0.06,      10.00
Kannika,2011-06-08,       0.10,       1.23,      18.82,       7.59,       0.98,       0.02,       0.04,       1.32,       0.09,      26.00
Kannika,2011-06-18,       0.12,       0.76,      16.44,       7.84,       1.17,       0.03,       0.03,       1.59,       0.04,      21.00
Kannika,2011-06-26,       0.14,,,,       1.43,       0.03,       0.02,       1.92,       0.04,      24.50
Kannika,2011-07-14,       0.24,       1.47,      18.82,       7.46,       1.43,       0.02,       0.04,       2.02,       0.05,      24.37
Kannika,2011-07-30,       0.14,,,,       1.12,       0.03,       0.01,       1.54,       0.09,      26.00
Kannika,2011-08-25,       0.19,       1.33,,       7.50,       1.39,       0.03,       0.06,       1.93,       0.09,      25.33
Kannika,2011-09-09,       0.08,       0.00,      14.04,       8.10,       1.24,       0.03,       0.01,       1.61,       0.09,      23.00
Kannika,2011-09-12,       0.21,       1.73,      17.16,      11.43,       1.76,       0.02,       0.00,       2.39,       0.10,       8.90
Kannika,2011-10-02,       0.34,       0.00,      21.32,       6.68,       1.24,       0.03,       0.03,       1.93,       0.08,       5.00
Kannika,2011-10-14,       0.12,       0.00,      17.16,       8.89,       1.43,       0.02,       0.05,       1.88,       0.09,      17.60
Kannika,2011-10-23,       0.14,,,,       1.12,       0.02,       0.03,       1.54,       0.11,      14.00
Kannika,2011-11-03,       0.19,       1.78,      24.36,      10.12,       1.99,       0.03,       0.02,       2.65,       0.06,       7.00
Kannika,2011-11-11,       0.11,,,      10.13,       1.33,       0.03,       0.03,       1.75,       0.11,      11.37
Kannika,2011-11-26,       0.31,,,,       1.71,       0.02,       0.05,       2.43,       0.07,       8.33
Kannika,2011-12-02,       0.18,       1.41,      23.06,      10.66,       2.04,       0.07,       0.00,       2.74,       0.09,       5.00
Kannika,2011-12-05,       0.07,       0.77,      24.12,       8.49,       1.45,       0.04,       0.00,       1.87,       0.04,      18.00
Kannika,2011-12-17,       0.20,,,,       1.72,       0.02,       0.00,       2.32,       0.04,       4.60
Kannika,2012-01-09,       0.08,       2.12,      26.52,       6.88,       1.52,       0.04,       0.05,       1.97,       0.08,      23.20
Kannika,2012-01-14,       0.15,       2.27,      19.58,      11.83,       1.85,       0.02,       0.00,       2.42,       0.00,       4.00
Kannika,2012-03-30,       0.39,       3.80,      23.06,      12.67,       2.07,       0.03,       0.01,       2.98,       0.09,       3.00
Kannika,2012-04-15,       0.07,       1.23,      22.84,       8.90,       1.72,       0.04,       0.02,       2.19,       0.05,      13.50
Kannika,2012-05-13,       0.10,       0.00,      23.40,       8.77,       1.47,       0.02,       0.06,       1.89,       0.07,      16.00
Kannika,2012-07-13,       0.12,       1.77,      27.61,       6.93,       1.15,       0.03,       0.01,       1.56,       0.09,      22.00
Kannika,2012-08-06,       0.10,       2.17,      24.80,       7.63,       1.62,       0.03,       0.07,       2.09,       0.08,      20.00
Kannika,2012-09-11,       0.18,       1.20,      24.80,       9.80,       1.75,       0.04,       0.04,       2.37,       0.09,      11.10
Kannika,2012-09-12,       0.11,       2.23,      26.27,      11.03,       1.84,       0.06,       0.04,       2.39,       0.05,       8.00
Kannika,2012-09-23,       0.06,       0.00,      23.40,       8.83,       1.53,       0.02,       0.06,       1.94,       0.10,      19.00
Kannika,2012-10-14,       0.04,       0.00,      23.40,       9.17,       1.77,       0.02,       0.06,       2.19,       0.10,      13.20
Kannika,2012-11-02,       0.18,       1.97,      18.72,      11.00,       1.83,       0.03,       0.05,       2.44,       0.07,       1.00
Kannika,2013-04-14,       0.21,       2.15,      21.75,      10.68,       1.92,       0.02,       0.04,       2.58,       0.06,      11.00
Kannika,2013-05-16,       0.17,       2.33,      23.52,       8.67,       1.67,       0.04,       0.02,       2.26,       0.06,      17.20
Kannika,2013-06-22,       0.09,       3.78,      23.30,       8.85,       1.15,       0.05,       0.02,       1.55,       0.02,      25.50
Kannika,2013-07-12,       0.17,       2.65,      24.08,      12.06,       1.74,       0.02,       0.06,       2.05,       0.07,       5.13
Kannika,2013-07-14,       0.14,       2.08,      26.24,       9.89,       0.88,       0.01,       0.04,       1.35,       0.05,      25.50
Kannika,2013-08-09,       0.07,       1.36,      26.20,       7.73,       1.29,       0.04,       0.03,       1.43,       0.03,      23.50
Kannika,2013-08-11,       0.05,       1.74,      28.28,      10.79,       1.43,       0.02,       0.10,       1.70,       0.12,      11.13
Kannika,2013-10-02,       0.05,       1.40,      24.48,       9.93,       2.13,       0.05,       0.05,       2.69,       0.06,       1.50
Kannika,2013-10-03,       0.14,       3.77,      29.37,      13.10,       2.47,       0.02,       0.05,       3.16,       0.09,       3.50
Kannika,2013-11-01,       0.11,       3.73,      28.08,      12.20,       1.70,       0.04,       0.09,       2.22,       0.12,       1.50
Kannika,2013-11-10,       0.10,       1.29,      24.69,       9.21,       1.38,       0.02,       0.05,       1.78,       0.05,      18.50
Kannika,2013-12-08,       0.03,       2.62,      26.24,       9.03,       0.88,       0.08,       0.00,       1.05,       0.01,      26.53
Kannika,2014-02-03,,,,,,,,,,
Kannika,2014-03-04,       0.04,       2.89,      17.15,      10.37,       1.75,       0.03,       0.04,       2.13,       0.11,      10.63
Kannika,2014-03-13,       0.34,       3.33,      20.29,      12.19,       1.63,       0.02,       0.02,       2.50,       0.12,       5.27
Kannika,2014-04-14,,,,,,,,,,
Kannika,2014-06-09,       0.26,       1.38,      21.95,       7.94,       0.56,       0.02,       0.03,       1.19,       0.07,      24.10
Kannika,2014-06-11,       0.19,       1.42,       6.95,       9.48,       1.11,       0.02,       0.03,       1.59,       0.07,      14.00
Kannika,2014-06-15,,,,,,,,,,
Kannika,2014-07-09,,,,,,,,,,
Kannika,2014-07-11,,,,,,,,,,
Kannika,2014-08-05,       0.09,       0.89,      22.40,       8.52,       1.00,       0.01,       0.01,       1.34,       0.09,      19.60
Kannika,2014-08-08,,,,,,,,,,
Kannika,2014-08-14,       0.18,       1.69,      18.72,       7.42,       0.45,       0.04,       0.00,,       0.07,      25.63
Kannika,2014-09-05,,,,,,,,,,
Kannika,2014-09-10,       0.25,       1.74,      16.87,       8.69,       1.01,       0.02,       0.03,       1.53,       0.08,      19.83
Kannika,2014-10-01,,,,,,,,,,
Kannika,2014-10-07,       0.11,       1.56,      16.90,       7.36,       0.62,       0.04,       0.03,,       0.07,      27.10
Kannika,2014-11-01,       0.24,       2.08,      17.60,      12.68,       1.63,       0.02,       0.06,       2.36,       0.11,       4.00
Kannika,2014-11-09,       0.15,       1.07,      20.30,       7.98,       0.55,       0.02,       0.02,,       0.06,      23.37
Kannika,2014-11-12,       0.24,       1.93,       6.95,      11.45,       1.27,       0.02,       0.06,       2.24,       0.11,       6.07
Kannika,2014-12-06,       0.13,       1.32,      13.18,       8.13,       0.78,       0.01,       0.06,       1.11,       0.10,      21.50
Kannika,2014-12-07,,,,,,,,,,
Kannika,2014-12-10,,,,,,,,,,
Kannika,2014-12-12,,,,,,,,,,
Kannika,2015-02-04,       0.13,       1.74,      17.15,      10.31,       1.34,       0.02,       0.04,       1.59,       0.11,       7.63
Kannika,2015-02-07,       0.11,       2.21,      27.71,       7.60,       1.13,       0.02,       0.06,       1.97,       0.14,      22.47
Kannika,2015-02-13,,,,,,,,,,
Kannika,2015-03-13,,,,,,,,,,
Kannika,2015-04-06,       0.05,       2.24,       9.88,       8.78,       0.99,       0.01,       0.04,       1.09,       0.07,      20.00
Kannika,2015-04-17,,,,,,,,,,
Kannika,2015-05-14,       0.32,       2.93,      12.74,       7.51,       0.73,       0.05,       0.03,       1.34,       0.10,      21.00
Kannika,2015-08-01,       0.24,       2.53,      15.30,      12.65,       1.37,       0.02,       0.04,       2.48,       0.11,       2.50
Kannika,2015-08-05,,,,,,,,,,
Kannika,2015-08-08,,,,,,,,,,
Kannika,2015-08-10,       0.11,       1.01,       9.10,       9.61,       1.21,       0.03,       0.06,       1.61,       0.09,      13.60
Kannika,2015-08-19,       0.22,       1.22,       9.08,       8.58,       1.26,       0.02,       0.02,       1.55,       0.05,      27.27
Kannika,2015-09-01,,,,,,,,,,
Kannika,2015-09-09,,,,,,,,,,
Kannika,2015-09-24,       0.06,       0.62,       9.82,       8.31,       0.81,       0.03,       0.04,       1.10,       0.07,      19.50
Kannika,2015-10-12,       0.14,       2.28,      10.04,      12.45,       1.26,       0.02,       0.05,       1.70,       0.12,       5.70
Kannika,2015-11-07,,,,,,,,,,
