location,sample date,Biochemical Oxygen,Chemical Oxygen Demand (Cr),Dissolved oxygen,Water temperature,measure,value
Kannika,2013-10-02,       1.40,      24.48,       9.93,       1.50,Nitrites,       0.05
Kannika,2013-10-03,       3.77,      29.37,      13.10,       3.50,Nitrites,       0.02
Kannika,2013-11-01,       3.73,      28.08,      12.20,       1.50,Nitrites,       0.04
Kannika,2013-11-10,       1.29,      24.69,       9.21,      18.50,Nitrites,       0.02
Kannika,2013-12-08,       2.62,      26.24,       9.03,      26.53,Nitrites,       0.08
Kannika,2014-02-03,       2.76,      21.70,       9.70,      18.58,Nitrites,       0.06
Kannika,2014-03-04,       2.89,      17.15,      10.37,      10.63,Nitrites,       0.03
Kannika,2014-03-13,       3.33,      20.29,      12.19,       5.27,Nitrites,       0.02
Kannika,2014-04-14,       2.36,      21.12,      10.06,      14.68,Nitrites,       0.02
Kannika,2014-06-09,       1.38,      21.95,       7.94,      24.10,Nitrites,       0.02
Kannika,2014-06-11,       1.42,       6.95,       9.48,      14.00,Nitrites,       0.02
Kannika,2014-06-15,       1.29,      10.81,       9.24,      15.40,Nitrites,       0.01
Kannika,2014-07-09,       1.15,      14.67,       9.00,      16.80,Nitrites,       0.01
Kannika,2014-07-11,       1.02,      18.54,       8.76,      18.20,Nitrites,       0.01
Kannika,2014-08-05,       0.89,      22.40,       8.52,      19.60,Nitrites,       0.01
Kannika,2014-08-08,       1.29,      20.56,       7.97,      22.62,Nitrites,       0.02
Kannika,2014-08-14,       1.69,      18.72,       7.42,      25.63,Nitrites,       0.04
Kannika,2014-09-05,       1.71,      17.80,       8.05,      22.73,Nitrites,       0.03
Kannika,2014-09-10,       1.74,      16.87,       8.69,      19.83,Nitrites,       0.02
Kannika,2014-10-01,       1.65,      16.89,       8.02,      23.47,Nitrites,       0.03
Kannika,2014-10-07,       1.56,      16.90,       7.36,      27.10,Nitrites,       0.04
Kannika,2014-11-01,       2.08,      17.60,      12.68,       4.00,Nitrites,       0.02
Kannika,2014-11-09,       1.07,      20.30,       7.98,      23.37,Nitrites,       0.02
Kannika,2014-11-12,       1.93,       6.95,      11.45,       6.07,Nitrites,       0.02
Kannika,2014-12-06,       1.32,      13.18,       8.13,      21.50,Nitrites,       0.01
Kannika,2014-12-07,       1.43,      14.17,       8.68,      18.03,Nitrites,       0.01
Kannika,2014-12-10,       1.53,      15.17,       9.22,      14.57,Nitrites,       0.02
Kannika,2014-12-12,       1.64,      16.16,       9.76,      11.10,Nitrites,       0.02
Kannika,2015-02-04,       1.74,      17.15,      10.31,       7.63,Nitrites,       0.02
Kannika,2015-02-07,       2.21,      27.71,       7.60,      22.47,Nitrites,       0.02
Kannika,2015-02-13,       2.22,      21.77,       7.99,      21.64,Nitrites,       0.02
Kannika,2015-03-13,       2.23,      15.82,       8.39,      20.82,Nitrites,       0.01
Kannika,2015-04-06,       2.24,       9.88,       8.78,      20.00,Nitrites,       0.01
Kannika,2015-04-17,       2.58,      11.31,       8.15,      20.50,Nitrites,       0.03
Kannika,2015-05-14,       2.93,      12.74,       7.51,      21.00,Nitrites,       0.05
Kannika,2015-08-01,       2.53,      15.30,      12.65,       2.50,Nitrites,       0.02
Kannika,2015-08-05,       2.03,      13.23,      11.64,       6.20,Nitrites,       0.02
Kannika,2015-08-08,       1.52,      11.17,      10.62,       9.90,Nitrites,       0.02
Kannika,2015-08-10,       1.01,       9.10,       9.61,      13.60,Nitrites,       0.03
Kannika,2015-08-19,       1.22,       9.08,       8.58,      27.27,Nitrites,       0.02
Kannika,2015-09-01,       1.02,       9.33,       8.49,      24.68,Nitrites,       0.02
Kannika,2015-09-09,       0.82,       9.57,       8.40,      22.09,Nitrites,       0.03
Kannika,2015-09-24,       0.62,       9.82,       8.31,      19.50,Nitrites,       0.03
Kannika,2015-10-12,       2.28,      10.04,      12.45,       5.70,Nitrites,       0.02
Kannika,2015-11-07,       1.88,      10.43,      11.30,       9.23,Nitrites,       0.02
Kannika,2015-11-19,       1.47,      10.81,      10.15,      12.77,Nitrites,       0.01
Kannika,2015-12-02,       2.05,      17.06,      12.13,       4.00,Nitrites,       0.02
Kannika,2015-12-03,       2.19,      17.61,      11.23,       6.00,Nitrites,       0.02
Kannika,2015-12-06,       1.91,      13.41,      10.76,       9.42,Nitrites,       0.02
Kannika,2016-01-04,       1.64,       9.22,      10.28,      12.83,Nitrites,       0.02
Kannika,2016-01-07,       1.21,      16.68,       7.95,      22.97,Nitrites,       0.01
Kannika,2016-02-09,       1.06,      13.59,       8.19,      19.83,Nitrites,       0.02
Kannika,2016-02-10,       0.91,      10.51,       8.43,      16.70,Nitrites,       0.02
Kannika,2016-02-12,       1.92,      20.77,      11.70,       5.50,Nitrites,       0.02
Kannika,2016-03-06,       1.08,      11.23,       7.25,      19.97,Nitrites,       0.02
Kannika,2016-05-13,       1.81,      16.64,       8.76,      15.97,Nitrites,       0.02
Kannika,2016-05-14,       1.95,      15.68,       7.96,      18.57,Nitrites,       0.02
Kannika,2016-06-19,       2.10,      14.72,       7.16,      21.17,Nitrites,       0.02
Kannika,2016-07-02,       2.24,      13.76,       6.36,      23.77,Nitrites,       0.01
Kannika,2016-07-08,       2.39,      12.79,       5.56,      26.37,Nitrites,       0.01
Kannika,2016-07-18,       2.50,      11.57,       7.56,      20.61,Nitrites,       0.01
Kannika,2016-08-04,       2.61,      10.35,       9.55,      14.85,Nitrites,       0.02
Kannika,2016-08-14,       2.72,       9.13,      11.54,       9.09,Nitrites,       0.02
Kannika,2016-09-01,       2.84,       7.91,      13.54,       3.33,Nitrites,       0.02
Kannika,2016-09-11,       2.31,      15.31,      11.15,      12.42,Nitrites,       0.02
Kannika,2016-09-16,       1.78,      22.71,       8.76,      21.50,Nitrites,       0.02
Kannika,2016-10-01,       2.09,      17.47,      10.14,      14.81,Nitrites,       0.02
Kannika,2016-10-15,       2.39,      12.23,      11.51,       8.12,Nitrites,       0.02
Kannika,2016-11-02,       2.70,       7.00,      12.89,       1.43,Nitrites,       0.02
Kannika,2016-11-03,       1.44,      11.48,      11.31,       6.67,Nitrites,       0.02
Kannika,2016-11-11,       0.76,      14.03,       9.77,      10.97,Nitrites,       0.02
Kannika,2016-12-03,       2.18,      12.67,      10.01,       8.48,Nitrites,       0.07
Kohsoom,2009-01-29,       3.60,      11.30,      10.24,       6.00,Nitrites,       0.11
Kohsoom,2009-02-26,       3.52,       9.60,      10.41,       5.50,Nitrites,       0.04
Kohsoom,2009-03-19,       3.96,      10.60,       9.80,       7.50,Nitrites,       0.04
Kohsoom,2009-03-29,       4.39,      11.60,       9.19,       9.50,Nitrites,       0.04
Kohsoom,2009-04-24,       4.04,      12.40,       8.25,      18.00,Nitrites,       0.14
Kohsoom,2009-05-28,       4.56,      14.30,       8.10,      24.00,Nitrites,       0.01
Kohsoom,2009-06-25,       3.84,      12.00,       6.96,      27.00,Nitrites,       0.03
Kohsoom,2009-07-30,       4.53,      14.20,       6.72,      24.00,Nitrites,       0.04
Kohsoom,2009-08-20,       4.89,      16.20,       6.88,      20.00,Nitrites,       0.02
Kohsoom,2009-09-21,       3.87,      11.40,       7.25,      20.00,Nitrites,       0.02
Kohsoom,2009-10-12,       3.28,      10.10,       7.48,       7.00,Nitrites,       0.05
Kohsoom,2009-10-29,       3.60,      10.90,       6.99,      11.50,Nitrites,       0.02
Kohsoom,2009-11-26,       3.14,       9.50,       9.36,       3.60,Nitrites,       0.05
Kohsoom,2010-01-28,       3.09,       9.20,       8.99,       4.00,Nitrites,       0.05
Kohsoom,2010-02-18,       3.78,      10.20,       9.15,       2.50,Nitrites,       0.07
Kohsoom,2010-03-24,       4.20,      11.10,       6.18,      12.00,Nitrites,       0.03
Kohsoom,2010-04-21,       2.51,       7.40,       5.07,      17.00,Nitrites,       0.02
Kohsoom,2010-05-26,       4.65,      12.50,       5.86,      19.50,Nitrites,       0.03
Kohsoom,2010-06-23,       5.20,      13.60,       5.64,      26.00,Nitrites,       0.02
Kohsoom,2010-07-28,       4.20,      11.70,       5.37,      26.00,Nitrites,       0.13
Kohsoom,2010-08-26,       4.80,      13.20,       5.10,      26.00,Nitrites,       0.04
Kohsoom,2010-09-29,       3.14,      10.60,       9.48,      14.00,Nitrites,       0.06
Kohsoom,2010-10-20,       4.90,      12.90,       4.96,      15.00,Nitrites,       0.04
Kohsoom,2010-11-24,       4.00,      13.29,      10.85,       1.50,Nitrites,       0.04
Kohsoom,2010-12-15,       3.70,      11.40,       7.04,       6.50,Nitrites,       0.12
Kohsoom,2011-01-26,       3.70,       8.26,      10.24,       1.60,Nitrites,       0.08
Kohsoom,2011-02-25,       3.50,       7.62,       9.51,       2.00,Nitrites,       0.05
Kohsoom,2011-03-30,       3.60,       9.00,       7.20,       7.50,Nitrites,       0.07
Kohsoom,2011-04-27,       3.26,       9.50,       6.34,      16.00,Nitrites,       0.05
Kohsoom,2011-05-18,       4.11,      11.30,       5.85,      24.00,Nitrites,       0.07
Kohsoom,2011-06-30,       2.80,       9.40,       6.18,      27.00,Nitrites,       0.06
Kohsoom,2011-07-12,       3.54,      10.20,       7.97,       9.50,Nitrites,       0.07
Kohsoom,2011-07-13,       3.40,      10.50,       5.91,      22.00,Nitrites,       0.10
Kohsoom,2011-08-31,       3.12,       9.60,       5.53,      23.00,Nitrites,       0.09
Kohsoom,2011-09-28,       4.69,      10.20,       7.16,      20.00,Nitrites,       0.08
Kohsoom,2011-10-26,       3.05,      11.10,       6.91,      16.50,Nitrites,       0.07
Kohsoom,2011-11-23,       3.70,       9.80,       7.48,      10.50,Nitrites,       0.05
Kohsoom,2012-01-25,       3.70,      10.40,      12.59,       2.00,Nitrites,       0.07
Kohsoom,2012-02-23,       4.60,      12.70,      10.35,       2.50,Nitrites,       0.09
Kohsoom,2012-03-29,       5.00,      16.80,       8.21,       9.50,Nitrites,       0.07
Kohsoom,2012-04-27,       3.78,      11.20,       6.18,      16.00,Nitrites,       0.06
Kohsoom,2012-05-25,       3.40,      13.70,       6.91,      20.00,Nitrites,       0.05
Kohsoom,2012-06-21,       4.46,      15.80,       5.66,      20.00,Nitrites,       0.04
Kohsoom,2012-07-26,       5.10,      17.80,       5.82,      27.50,Nitrites,       0.05
Kohsoom,2012-08-23,       3.70,      19.40,       5.10,      26.00,Nitrites,       0.04
Kohsoom,2012-09-20,       4.45,      17.95,       5.72,      20.50,Nitrites,       0.04
Kohsoom,2012-10-25,       5.20,      16.50,       6.34,      15.00,Nitrites,       0.04
Kohsoom,2012-11-24,       5.10,      20.80,       6.26,      11.50,Nitrites,       0.05
Kohsoom,2012-12-15,       7.20,      21.60,      10.66,       4.50,Nitrites,       0.04
Kohsoom,2013-01-25,       4.67,      19.50,      10.93,       2.50,Nitrites,       0.05
Kohsoom,2013-02-22,       3.70,      15.60,      11.63,       4.50,Nitrites,       0.06
Kohsoom,2013-03-15,       4.14,      20.60,       5.17,      10.00,Nitrites,       0.09
Kohsoom,2013-04-19,       3.80,      18.20,       8.50,      11.00,Nitrites,       0.07
Kohsoom,2013-05-23,       3.20,      17.70,       5.93,      24.00,Nitrites,       0.16
Kohsoom,2013-06-27,       3.53,      19.20,       6.98,      24.00,Nitrites,       0.11
Kohsoom,2013-07-25,       3.60,      17.40,       5.31,      25.00,Nitrites,       0.10
Kohsoom,2013-08-22,       4.10,      22.70,       7.76,      26.50,Nitrites,       0.06
Kohsoom,2013-09-26,       3.80,      21.80,       6.16,      24.60,Nitrites,       0.05
Kohsoom,2013-10-24,       4.20,      23.70,       6.06,      12.00,Nitrites,       0.07
Kohsoom,2013-11-21,       5.10,      25.20,      10.35,       6.00,Nitrites,       0.09
Kohsoom,2013-12-12,       4.80,      21.40,       8.43,       8.50,Nitrites,       0.06
Kohsoom,2014-01-23,       3.90,      24.60,       8.37,       5.00,Nitrites,       0.10
Kohsoom,2014-01-26,       4.00,      31.82,       9.56,       3.83,Nitrites,       0.07
Kohsoom,2014-02-23,       4.10,      39.05,      10.74,       2.67,Nitrites,       0.05
Kohsoom,2014-02-28,       4.20,      46.27,      11.93,       1.50,Nitrites,       0.03
Kohsoom,2014-03-23,       4.70,      33.79,      10.06,       7.50,Nitrites,       0.06
Kohsoom,2014-03-26,       5.20,      21.30,       8.20,      13.50,Nitrites,       0.09
Kohsoom,2014-04-23,       3.88,      25.10,       8.22,      18.00,Nitrites,       0.06
Kohsoom,2014-05-26,       5.09,      27.70,       7.62,      18.25,Nitrites,       0.07
Kohsoom,2014-05-28,       6.30,      30.30,       7.01,      18.50,Nitrites,       0.08
Kohsoom,2014-06-25,       5.00,      37.00,       6.57,      29.50,Nitrites,       0.02
Kohsoom,2014-07-23,       4.50,      24.60,       6.12,      28.00,Nitrites,       0.10
Kohsoom,2014-07-27,       5.61,      34.38,       5.64,      27.25,Nitrites,       0.09
Kohsoom,2014-08-27,       6.72,      44.16,       5.17,      26.50,Nitrites,       0.09
Kohsoom,2014-08-31,       6.11,      45.12,       5.67,      24.00,Nitrites,       0.08
Kohsoom,2014-09-24,       5.50,      46.08,       6.18,      21.50,Nitrites,       0.07
Kohsoom,2014-09-28,       5.43,      40.96,       6.52,      19.67,Nitrites,       0.07
Kohsoom,2014-10-26,       5.35,      35.84,       6.86,      17.83,Nitrites,       0.08
Kohsoom,2014-10-29,       5.28,      30.72,       7.20,      16.00,Nitrites,       0.09
Kohsoom,2014-11-26,       5.76,      31.26,       8.93,      10.00,Nitrites,       0.20
Kohsoom,2014-11-27,       6.00,      31.55,       9.31,       7.00,Nitrites,       0.17
Kohsoom,2014-12-17,       6.24,      31.84,       9.69,       4.00,Nitrites,       0.13
Kohsoom,2014-12-19,       6.12,      33.74,       9.34,       3.75,Nitrites,       0.11
Kohsoom,2015-01-28,       6.00,      35.64,       9.00,       3.50,Nitrites,       0.09
Kohsoom,2015-01-29,       6.25,      39.66,       9.38,       6.25,Nitrites,       0.11
Kohsoom,2015-02-25,       6.50,      43.69,       9.75,       9.00,Nitrites,       0.13
Kohsoom,2015-02-26,       6.73,      53.98,      10.00,       6.50,Nitrites,       0.11
Kohsoom,2015-03-25,       6.96,      64.26,      10.26,       4.00,Nitrites,       0.10
Kohsoom,2015-03-29,       6.38,      48.49,       9.61,       8.75,Nitrites,       0.09
Kohsoom,2015-04-22,       5.80,      32.72,       8.96,      13.50,Nitrites,       0.09
Kohsoom,2015-04-24,       5.95,      39.58,       8.84,      16.00,Nitrites,       0.08
Kohsoom,2015-05-28,       6.09,      46.45,       8.71,      18.50,Nitrites,       0.07
Kohsoom,2015-05-29,       6.24,      53.31,       8.59,      21.00,Nitrites,       0.06
Kohsoom,2015-06-25,       4.60,      49.34,       6.48,      25.00,Nitrites,       0.15
Kohsoom,2015-07-18,       4.80,      52.80,       6.90,      25.50,Nitrites,       0.13
Kohsoom,2015-07-30,       5.47,      50.48,       7.18,      26.00,Nitrites,       0.12
Kohsoom,2015-08-20,       6.13,      48.16,       7.45,      26.50,Nitrites,       0.12
Kohsoom,2015-08-22,       6.80,      45.84,       7.73,      27.00,Nitrites,       0.11
Kohsoom,2015-09-19,       6.00,      76.88,       7.19,      18.50,Nitrites,       0.15
Kohsoom,2015-09-21,       6.10,      82.34,       7.62,      16.75,Nitrites,       0.12
Kohsoom,2015-10-24,       6.20,      87.80,       8.06,      15.00,Nitrites,       0.10
Kohsoom,2015-10-29,       6.00,      78.71,       7.82,      14.25,Nitrites,       0.09
Kohsoom,2015-11-14,       5.80,      69.62,       7.57,      13.50,Nitrites,       0.08
Kohsoom,2015-11-26,       5.90,      65.97,       9.50,       8.75,Nitrites,       0.06
Kohsoom,2015-12-12,       6.00,      62.33,      11.43,       4.00,Nitrites,       0.04
Kohsoom,2016-01-23,       5.50,      61.88,       8.70,       3.50,Nitrites,       0.07
Kohsoom,2016-01-28,       5.17,      60.79,       9.27,       4.33,Nitrites,       0.06
Kohsoom,2016-02-18,       4.83,      59.71,       9.83,       5.17,Nitrites,       0.06
Kohsoom,2016-02-20,       4.50,      58.62,      10.40,       6.00,Nitrites,       0.05
Kohsoom,2016-03-20,       5.20,      42.28,       6.80,      15.00,Nitrites,       0.07
Kohsoom,2016-03-24,       4.60,      44.65,       7.07,      15.33,Nitrites,       0.07
Kohsoom,2016-04-21,       4.00,      47.02,       7.33,      15.67,Nitrites,       0.07
Kohsoom,2016-04-29,       3.40,      49.39,       7.60,      16.00,Nitrites,       0.07
Kohsoom,2016-05-28,       3.00,      39.20,       5.80,      23.00,Nitrites,       0.10
Kohsoom,2016-06-19,       4.50,      38.80,       6.39,      19.00,Nitrites,       0.06
Kohsoom,2016-06-23,       3.85,      39.06,       6.04,      22.50,Nitrites,       0.07
Kohsoom,2016-07-23,       3.20,      39.33,       5.70,      26.00,Nitrites,       0.09
Kohsoom,2016-07-28,       3.00,      40.47,       5.60,      25.50,Nitrites,       0.07
Kohsoom,2016-08-21,       2.80,      41.61,       5.50,      25.00,Nitrites,       0.05
Kohsoom,2016-08-26,       3.30,      43.94,       5.35,      23.50,Nitrites,       0.06
Kohsoom,2016-09-22,       3.80,      46.27,       5.20,      22.00,Nitrites,       0.06
Kohsoom,2016-09-29,       4.30,      47.76,       5.53,      20.00,Nitrites,       0.07
Kohsoom,2016-10-20,       4.80,      49.25,       5.87,      18.00,Nitrites,       0.08
Kohsoom,2016-10-21,       5.30,      50.74,       6.20,      16.00,Nitrites,       0.09
Kohsoom,2016-11-18,       5.20,      40.10,       6.60,      11.00,Nitrites,       0.09
Kohsoom,2016-11-24,       4.90,      41.25,       6.75,       8.00,Nitrites,       0.05
Kohsoom,2016-12-12,       4.60,      42.41,       6.90,       5.00,Nitrites,       0.02
Kohsoom,2016-12-15,       3.92,      32.71,       8.79,       5.75,Nitrites,       0.02
Sakda,2009-02-13,       3.24,      23.01,      10.68,       6.50,Nitrites,       0.03
Sakda,2009-03-13,       3.10,      24.66,      10.16,       7.50,Nitrites,       0.02
Sakda,2009-04-17,       3.25,      24.66,       7.92,      12.50,Nitrites,       0.02
Sakda,2009-05-12,       2.81,      22.96,      10.83,       4.80,Nitrites,       0.02
Sakda,2009-07-09,       1.50,      22.96,       7.50,      22.00,Nitrites,       0.07
Sakda,2009-08-05,       2.08,      27.88,       9.26,      16.50,Nitrites,       0.09
Sakda,2009-08-08,       1.50,      19.68,       7.21,      25.00,Nitrites,       0.05
Sakda,2009-08-10,       1.59,      22.96,       8.64,      18.00,Nitrites,       0.05
Sakda,2009-09-01,       2.95,      19.70,      10.65,       5.00,Nitrites,       0.04
Sakda,2009-09-28,       1.33,      22.85,       8.30,      14.50,Nitrites,       0.05
Sakda,2009-11-07,       1.59,      23.02,       7.94,      24.00,Nitrites,       0.02
Sakda,2009-11-13,       2.09,      23.02,      10.33,       8.67,Nitrites,       0.04
Sakda,2009-12-06,       0.69,      24.66,       6.76,      24.00,Nitrites,       0.03
Sakda,2010-02-09,       2.43,      27.95,       7.59,      24.00,Nitrites,       0.01
Sakda,2010-05-14,       1.14,      31.33,       7.60,      17.00,Nitrites,       0.02
Sakda,2010-06-19,       0.76,      22.96,       7.54,      24.20,Nitrites,       0.02
Sakda,2010-07-02,       3.14,      29.59,      10.26,       5.00,Nitrites,       0.05
Sakda,2010-07-18,       0.90,      24.60,       7.47,      24.67,Nitrites,       0.03
Sakda,2010-08-04,       2.43,      31.16,       9.76,      11.00,Nitrites,       0.03
Sakda,2010-08-14,       0.74,      27.88,       6.76,      26.00,Nitrites,       0.03
Sakda,2010-10-01,       3.46,      27.88,      11.99,       0.50,Nitrites,       0.06
Sakda,2010-10-11,       4.28,      23.40,       9.29,      12.60,Nitrites,       0.02
Sakda,2010-10-15,       0.28,      23.40,       8.25,      15.70,Nitrites,       0.03
Sakda,2010-11-12,       2.06,      23.40,      10.63,       7.00,Nitrites,       0.03
Sakda,2010-12-03,       1.96,      26.24,       9.26,       8.17,Nitrites,       0.02
Sakda,2011-01-13,       3.22,      27.87,      11.44,       1.80,Nitrites,       0.03
Sakda,2011-05-21,       1.40,      24.12,       8.62,      21.23,Nitrites,       0.01
Sakda,2011-06-08,       0.00,      23.52,       6.72,      26.00,Nitrites,       0.03
Sakda,2011-06-18,       1.27,      19.73,       7.57,      23.00,Nitrites,       0.03
Sakda,2011-06-26,       1.24,      22.81,       8.45,      24.50,Nitrites,       0.00
Sakda,2011-07-04,       1.21,      25.89,       9.33,      10.50,Nitrites,       0.03
Sakda,2011-07-30,       1.30,      25.49,       8.62,      26.00,Nitrites,       0.01
Sakda,2011-08-07,       1.39,      25.09,       7.90,      24.43,Nitrites,       0.03
Sakda,2011-09-09,       0.00,      18.72,       7.87,      23.00,Nitrites,       0.02
Sakda,2011-09-12,       1.90,      18.72,      11.07,       8.80,Nitrites,       0.03
Sakda,2011-10-02,       2.45,      30.40,      11.58,       6.50,Nitrites,       0.04
Sakda,2011-10-03,       3.16,      24.36,      11.74,       7.00,Nitrites,       0.02
Sakda,2011-10-15,       0.00,      18.72,       9.07,      17.03,Nitrites,       0.02
Sakda,2011-10-27,       0.00,      18.72,       9.38,      14.10,Nitrites,       0.02
Sakda,2011-11-08,       0.00,      18.72,       9.69,      25.00,Nitrites,       0.02
Sakda,2011-11-11,       0.00,      18.72,      10.00,      11.50,Nitrites,       0.02
Sakda,2011-11-26,       0.83,      21.42,       9.54,       8.00,Nitrites,       0.02
Sakda,2011-12-05,       1.67,      24.12,       9.09,      18.50,Nitrites,       0.02
Sakda,2012-01-09,       2.09,      28.08,       7.08,      22.47,Nitrites,       0.03
Sakda,2012-01-14,       2.80,      24.48,      11.57,       4.00,Nitrites,       0.02
Sakda,2012-04-15,       2.43,      22.84,       8.57,      13.30,Nitrites,       0.03
Sakda,2012-05-11,       1.57,      24.80,      10.27,      11.00,Nitrites,       0.05
Sakda,2012-05-13,       2.63,      23.40,       8.40,      16.50,Nitrites,       0.02
Sakda,2012-07-13,       1.60,      27.61,       6.87,      22.00,Nitrites,       0.02
Sakda,2012-08-06,       4.00,      29.76,       7.20,      20.00,Nitrites,       0.02
Sakda,2012-09-12,       2.47,      27.82,       9.90,       8.00,Nitrites,       0.04
Sakda,2012-09-16,       0.00,      26.52,       8.00,      19.00,Nitrites,       0.05
Sakda,2012-10-14,       1.00,      23.40,       8.77,      13.30,Nitrites,       0.03
Sakda,2012-11-02,       2.00,      18.72,      11.13,       1.00,Nitrites,       0.02
Sakda,2012-11-03,       2.70,      18.45,      10.90,       3.23,Nitrites,       0.03
Sakda,2013-04-15,       3.22,      23.30,      10.27,      11.00,Nitrites,       0.02
Sakda,2013-06-23,       2.46,      23.30,       7.69,      25.87,Nitrites,       0.07
Sakda,2013-07-12,       3.53,      31.04,      11.40,       5.00,Nitrites,       0.02
Sakda,2013-07-14,       2.70,      29.52,       8.87,      25.00,Nitrites,       0.02
Sakda,2013-08-09,       1.45,      27.51,       7.74,      24.00,Nitrites,       0.03
Sakda,2013-08-11,       1.44,      24.42,       9.90,      11.10,Nitrites,       0.01
Sakda,2013-08-13,       3.16,      27.88,       9.10,      24.97,Nitrites,       0.06
Sakda,2013-10-02,       0.00,      24.48,      10.97,       1.50,Nitrites,       0.04
Sakda,2013-10-03,       3.53,      24.48,      11.30,       3.80,Nitrites,       0.02
Sakda,2013-11-01,       3.03,      24.96,      10.50,       1.20,Nitrites,       0.02
Sakda,2013-12-05,       2.48,      23.52,      10.75,      15.00,Nitrites,       0.01
Sakda,2013-12-10,       1.14,      28.12,       8.47,      17.47,Nitrites,       0.05
Sakda,2014-01-17,       2.93,      13.14,      12.08,       4.00,Nitrites,       0.02
Sakda,2014-03-04,       5.20,      19.06,      10.81,      10.37,Nitrites,       0.04
Sakda,2014-03-13,       5.09,      22.20,      12.21,       5.33,Nitrites,       0.02
Sakda,2014-03-14,       3.31,      14.57,       9.49,      16.00,Nitrites,       0.02
Sakda,2014-04-07,       1.53,       6.95,       6.77,      26.67,Nitrites,       0.03
Sakda,2014-06-09,       0.23,      20.07,       6.82,      24.00,Nitrites,       0.02
Sakda,2014-06-11,       1.29,       6.95,       9.50,      15.00,Nitrites,       0.02
Sakda,2014-06-13,       1.94,       8.32,       8.64,      20.47,Nitrites,       0.01
Sakda,2014-06-19,       2.58,       9.69,       7.77,      25.93,Nitrites,       0.00
Sakda,2014-07-11,       2.66,      14.77,       8.39,      22.97,Nitrites,       0.01
Sakda,2014-08-05,       2.74,      19.84,       9.00,      20.00,Nitrites,       0.01
Sakda,2014-08-08,       2.03,      20.23,       7.70,      23.10,Nitrites,       0.02
Sakda,2014-08-22,       1.33,      20.62,       6.40,      26.20,Nitrites,       0.03
Sakda,2014-09-05,       0.93,      16.75,       7.13,      22.28,Nitrites,       0.02
Sakda,2014-10-15,       0.52,      12.88,       7.87,      18.37,Nitrites,       0.01
Sakda,2014-11-04,       0.75,      10.90,       8.94,      14.24,Nitrites,       0.02
Sakda,2014-11-07,       0.98,       8.93,      10.00,      10.12,Nitrites,       0.02
Sakda,2014-11-12,       1.21,       6.95,      11.07,       6.00,Nitrites,       0.02
Sakda,2014-12-01,       0.75,      12.70,       9.24,      14.39,Nitrites,       0.02
Sakda,2014-12-09,       0.29,      18.46,       7.41,      22.78,Nitrites,       0.02
Sakda,2014-12-10,       0.70,      18.37,       8.28,      17.80,Nitrites,       0.02
Sakda,2014-12-12,       1.10,      18.29,       9.16,      12.81,Nitrites,       0.02
Sakda,2015-02-04,       1.50,      18.20,      10.04,       7.83,Nitrites,       0.02
Sakda,2015-02-13,       1.40,      15.95,       9.22,      11.29,Nitrites,       0.02
Sakda,2015-03-13,       1.29,      13.70,       8.41,      14.75,Nitrites,       0.02
Sakda,2015-04-17,       1.18,      11.45,       7.59,      18.21,Nitrites,       0.02
Sakda,2015-05-14,       1.08,       9.19,       6.78,      21.67,Nitrites,       0.02
Sakda,2015-06-18,       1.70,       9.79,       7.28,      22.77,Nitrites,       0.08
Sakda,2015-07-09,       2.39,      11.93,       9.92,      12.38,Nitrites,       0.05
Sakda,2015-08-01,       3.07,      14.07,      12.56,       2.00,Nitrites,       0.02
Sakda,2015-08-05,       2.53,      13.43,      11.54,       5.83,Nitrites,       0.02
Sakda,2015-08-08,       2.00,      12.78,      10.52,       9.67,Nitrites,       0.02
Sakda,2015-08-10,       1.46,      12.13,       9.51,      13.50,Nitrites,       0.03
Sakda,2015-08-20,       2.15,      10.43,       6.34,      26.73,Nitrites,       0.02
Sakda,2015-09-01,       1.20,       8.66,       7.23,      22.77,Nitrites,       0.02
Sakda,2015-09-25,       0.24,       6.89,       8.12,      18.80,Nitrites,       0.02
Sakda,2015-10-07,       1.66,      16.16,       5.87,      24.23,Nitrites,       0.02
Sakda,2015-10-12,       4.75,       7.90,      11.60,       5.73,Nitrites,       0.01
Sakda,2015-11-07,       3.11,       8.76,      10.66,       9.27,Nitrites,       0.01
Sakda,2015-11-19,       1.47,       9.63,       9.72,      12.80,Nitrites,       0.01
Sakda,2015-12-02,       1.63,      17.44,      11.22,       4.07,Nitrites,       0.02
Sakda,2015-12-03,       3.50,      15.02,      11.26,       6.00,Nitrites,       0.02
Sakda,2015-12-06,       2.70,      12.45,      10.69,       9.55,Nitrites,       0.02
Sakda,2016-01-04,       1.90,       9.88,      10.12,      13.10,Nitrites,       0.02
Sakda,2016-01-10,       0.50,      12.37,       8.09,      17.13,Nitrites,       0.02
Sakda,2016-02-09,       1.89,      12.32,       9.94,      11.82,Nitrites,       0.02
Sakda,2016-02-12,       3.27,      12.28,      11.79,       6.50,Nitrites,       0.02
Sakda,2016-03-09,       0.59,      17.67,       6.85,      23.60,Nitrites,       0.01
Sakda,2016-04-11,       2.06,      21.03,      10.23,      11.00,Nitrites,       0.03
Sakda,2016-05-13,       1.03,      16.51,       8.10,      16.00,Nitrites,       0.03
Sakda,2016-05-14,       1.00,      16.67,       7.95,      17.50,Nitrites,       0.03
